State,District,Block/Tehsil,Village,Salinity - No.,Salinity - PL,Dried up - No.,Dried up - PL,Destroyed beyond repair - No.,Destroyed beyond repair - PL,Sea water intrusion  - No.,Sea water intrusion  - PL,Industrial effluents - No.,Industrial effluents - PL,Availability of Major/Medium Irrigation Projects  - No.,Availability of Major/Medium Irrigation Projects  - PL,Other reasons - No.,Other reasons - PL
ANDHRA PRADESH,Anantapur,Anantapur,Kandakur,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Dampetla,0,0,14,8.89,1,1.62,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Gariselapalle,0,0,1,1.21,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Bathalapalle,Sangala,0,0,3,4.85,2,3.32,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Gundiganihalli,0,0,0,0,1,1.01,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Brahmasamudram,Vepalaparthy,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Chilamathur,Kodur,0,0,5,4.24,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Garladinne,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Illuru,0,0,36,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Jambuladinne,0,0,26,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Kalluru Agraharam,0,0,12,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Koppalakonda,0,0,50,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Krishnapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Obulapuram,0,0,15,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Garladinne,Penakacherla,0,0,95,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Gudibanda,Kekathi,0,0,15,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kadiri,Kadiri Brahmanapalle,0,0,1,0.52,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Kanaganapalle,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Kanaganapalle,Maddalacheruvu,0,0,3,0,0,0,1,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Lepakshi,Pulamathi,0,0,8,10.09,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Nallamada,Nallamada,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Obuladevaracheruvu,Inagalur,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Akkajampalle,0,0,12,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Edurur,0,0,13,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Gajarampalle,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Neelur,0,0,6,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Pamidi,Palyam,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Peddapappur,Chagallu,0,0,29,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Peddapappur,Chinnayakkaluru,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Peddapappur,Devanuppalapadu,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Peddapappur,Jutur,0,0,80,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Chitturu,0,0,1,2.27,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Dimmagudi,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Peddavadugur,Miduthuru,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Ramagiri,Ganthimarri,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Ramagiri,Kuntimaddi,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Ramagiri,Nasanakota,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Ramagiri,Ramagiri,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Rayadurg,Mechiri,0,0,2,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Roddam,Bokkasampalle,0,0,1,0.61,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Roddam,Kalipi,0,0,0,0,1,1.62,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Rolla,Kaki,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Tadimarri,Dadithota,2,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Tadimarri,Tadimarri,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Tadpatri,Gangadevipalle,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Tadpatri,Nandalapadu (R),0,0,22,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Tadpatri,Tadpatri (R),2,0,62,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Tadpatri,Veerapuram,0,0,1,0.61,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Uravakonda,Chinna Musturu,0,0,11,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Uravakonda,Lathavaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Uravakonda,Mopidi,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Uravakonda,Mylarampalle,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Uravakonda,Uravakonda(CT),0,0,6,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Anantapur,Yadiki,Gudipadu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Gundla Kattamanchi,0,0,1,0.8,1,0.81,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Jambuvaripalle,0,0,2,1.78,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Nalagampalle,0,0,0,0,1,0.15,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Bangarupalem,Thumba,0,0,1,1.13,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chandragiri,Mamandur,0,0,0,0,1,1.2,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chandragiri,Mittapalem,1,0.8,1,0.98,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chittoor,Bakara Narasinga Rayan,0,0,2,1.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chittoor,Peddisettipalle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chittoor,Thenebanda (Part),0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,29 -A. Chinta -Makulap,0,0,6,6.85,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Charala,0,0,7,11.72,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Chowdepalle,0,0,1,1.38,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Gaddamvaripalle,0,0,3,2.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Katiperi,0,0,2,2.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Kogathi,0,0,19,22.09,2,2.41,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Kondamarri,0,0,2,2.01,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Laddigam,0,0,5,6.86,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Pandillapalle,0,0,4,5.64,1,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Chowdepalle,Settipeta,0,0,2,4.44,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Gangadhara Nellore,Gangadharanellore,2,0.81,5,1.21,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Gangadhara Nellore,Kalijavedu,0,0,1,0.46,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Gangadhara Nellore,Nandanoor,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Gangadhara Nellore,Nellipalle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Gangavaram,Gundugallu,0,0,17,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Adaram,6,4.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Adavaram,11,8.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Angeri Cheruvu,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Bakkapatugunta,3,2.4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Gnanamamba Puram @,2,1.6,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Kalathuru,8,6.4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Kandlur,6,4.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Olluru,7,5.6,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Pathapalem,6,4.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Perindesam,5,4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Pudi @ Chenna Kesava,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Ragigunta,5,4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Rayapedu,8,6.4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Shakthi Ganeswarapuram,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Srinivasapuram,2,1.6,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Subramanya Puram,2,1.6,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,K.V.B.Puram,Thimmasamudram,13,10.4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kalakada,Kalakadadoddi Palle,0,0,0,0,1,1.41,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kambhamvaripalle,Gyarampalle,0,0,1,1.78,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kambhamvaripalle,Noothanakalva,0,0,3,4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Karvetinagar,Kotarvedu,0,0,2,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Dasegowniyur,1,1.21,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Kuppam,Kungegowniyur,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Baitakodiambedu,0,0,21,0,7,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Karani,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Nagalapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Surutupalle,0,0,2,0,2,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nagalapuram,Vembakam,0,0,1,0,1,0,0,0,0,0,0,0,2,0
ANDHRA PRADESH,Chittoor,Nagari,Nagari(M),0,0,0,0,0,0,0,0,0,0,0,0,1,0.8
ANDHRA PRADESH,Chittoor,Nagari,Oranthangal Gollakuppa,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Agaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Arur,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Athur,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Chavarambakam,0,0,2,2.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Netteri,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Nindra,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Padiri,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Samayapuram,0,0,6,4.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Nindra,Sri Ramapuram,0,0,2,1.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pakala,Mogarala,0,0,1,1.01,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Palamaner,Baippagari Palle,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0
ANDHRA PRADESH,Chittoor,Palasamudram,Simharajupuram,0,0,2,2.42,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Peddapanjani,Karasanapalle,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Penumuru,Samireddipalle,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pileru,Vepulabylu,0,0,0,0,1,1.22,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Pulicherla,Rayavaripalle,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Punganur,Chadalla,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Akanambattu,0,0,1,0.2,2,1.36,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Baitapalle,9,6.32,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Chitipiralla,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Erracheruvupalle,0,0,1,0.72,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Kothakota,1,0.8,1,0.8,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Muthirevula,3,2.24,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Palakuru,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Paturu,1,0.4,1,1.62,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Peta Agraharam,3,1.6,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Potukanuma,2,1.6,2,1.6,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Puthalapattu,8,5.54,1,0.8,0,0,1,0.8,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Thalupulapalle,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Thenepalle,0,0,0,0,4,1.19,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puthalapattu,Vavilthota,3,2.4,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Puttur,Puttur(M),0,0,3,3.24,2,1.01,0,0,0,0,0,0,1,0.4
ANDHRA PRADESH,Chittoor,Ramakuppam,Konganapalle,0,0,1,0.38,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Renigunta,Gajulamandyam,0,0,0,0,0,0,0,0,44,30.82,0,0,0,0
ANDHRA PRADESH,Chittoor,Renigunta,Mamandur,0,0,0,0,1,0.81,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Thamballapalle,Kosuvaripalle,1,1.62,1,1.62,1,2.42,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Mallakunta,0,0,1,1.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Thavanampalle,Punya Samudram,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Thottambedu,Gummadigunta,0,0,0,0,0,0,0,0,0,0,0,0,3,4.65
ANDHRA PRADESH,Chittoor,Thottambedu,Poyya,0,0,0,0,0,0,0,0,0,0,0,0,2,3.24
ANDHRA PRADESH,Chittoor,Tirupati (Rural),Tiruchanur(CT),0,0,0,0,0,0,0,0,0,0,0,0,1,3.24
ANDHRA PRADESH,Chittoor,Vadamalapeta,Seetharama Puram,0,0,1,1.21,3,4.45,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Vadamalapeta,Sri Bommaraju Puram,0,0,2,2.83,1,1.21,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Vadamalapeta,Thatneri,0,0,1,1.22,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Vedurukuppam,Jakkidona,0,0,7,4.85,1,0.81,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Vedurukuppam,Kurivikuppam,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Vedurukuppam,Vedurukuppam,0,0,1,0.4,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Gollapalle,0,0,10,5.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Konapalle,0,0,3,2.82,2,1.81,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Kukkalapalle,0,0,1,0.91,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Yadamarri,Yadamarri,0,0,0,0,1,1.62,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Chittoor,Yerpedu,Modugulapalem,0,0,2,4.04,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,K. Jagannadhapuram,0,0,0,0,9,6.55,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,Kondukuduru,0,0,0,0,1,0.81,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,Madupalle,0,0,0,0,2,2.83,2,1.82,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,Sanapalli Lanka,0,0,0,0,5,5.92,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,Sirasavalli Savaram,0,0,0,0,2,1.38,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,Siripalle,0,0,1,0.4,2,2.87,0,0,0,0,1,0.83,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,Veluvalapalle,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Ainavilli,Vilasa,0,0,0,0,4,7.06,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Allavaram,Allavaram,0,0,0,0,1,0.81,1,1.89,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Allavaram,Bodasakurru,0,0,0,0,1,0.4,0,0,1,0.4,0,0,0,0
ANDHRA PRADESH,East Godavari,Allavaram,Yentrikona,0,0,0,0,0,0,1,2.02,1,1.62,0,0,0,0
ANDHRA PRADESH,East Godavari,Amalapuram,A. Vemavaram,0,0,1,0.59,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Amalapuram,Amalapuram (M),0,0,0,0,3,2.93,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Amalapuram,Bhatnavilli,0,0,0,0,2,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Amalapuram,Indupalle,0,0,0,0,1,0.81,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Amalapuram,Samanasa,0,0,6,2.86,2,2.63,0,0,1,0.61,0,0,0,0
ANDHRA PRADESH,East Godavari,Ambajipeta,Irusumanda,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43
ANDHRA PRADESH,East Godavari,Ambajipeta,Vakkalanka,1,0.42,0,0,0,0,0,0,0,0,0,0,1,0.4
ANDHRA PRADESH,East Godavari,Biccavolu,Konkuduru,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Gokavaram,Bhupatipalem,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Gokavaram,Sivaramapatnam,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDHRA PRADESH,East Godavari,I. Polavaram,Kesanakurru,0,0,1,0.81,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Kakinada Rural,Nemam,0,0,0,0,3,14.18,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Kakinada Rural,Penumarthi,0,0,0,0,0,0,1,2.96,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Karapa,Gorripudi,0,0,0,0,0,0,0,0,0,0,9,4.72,0,0
ANDHRA PRADESH,East Godavari,Karapa,Nadakuduru,0,0,0,0,1,1.21,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Karapa,Patharlagadda,2,2.43,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Kotananduru,Arthamuru,0,0,0,0,0,0,0,0,0,0,0,0,1,2.42
ANDHRA PRADESH,East Godavari,Kotananduru,Kakarapalle,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Kotananduru,Koppaka Agraharam,0,0,0,0,3,4.03,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Kotananduru,Lakshmidevipeta,0,0,0,0,1,1.62,0,0,0,0,0,0,1,3.24
ANDHRA PRADESH,East Godavari,Kothapalle,Amaravalli,0,0,0,0,2,1.7,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Kothapalle,Aminabada,0,0,0,0,0,0,0,0,0,0,1,7.1,0,0
ANDHRA PRADESH,East Godavari,Kothapalle,Gorsa,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0
ANDHRA PRADESH,East Godavari,Kothapalle,Komaragiri,0,0,0,0,0,0,0,0,0,0,1,4.04,0,0
ANDHRA PRADESH,East Godavari,Kothapalle,Kothapalle,0,0,0,0,0,0,0,0,0,0,1,1.46,0,0
ANDHRA PRADESH,East Godavari,Kothapalle,Ponnada,0,0,0,0,0,0,0,0,0,0,1,2.42,0,0
ANDHRA PRADESH,East Godavari,Mamidikuduru,Appanapalle,26,23.86,0,0,0,0,1,0.72,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Mamidikuduru,Botlakurru Doddavaram,2,1.64,1,0.81,2,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Mamidikuduru,Lutukurru,0,0,1,1.82,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Mamidikuduru,Pedapatnam,161,167.31,1,0.4,2,5.9,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Mummidivaram,Ananthavaram,0,0,1,0,0,0,0,0,0,0,0,0,5,0
ANDHRA PRADESH,East Godavari,Mummidivaram,Ch. Gunnepalle,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ANDHRA PRADESH,East Godavari,Mummidivaram,Gadilanka,2,0,2,0,9,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Mummidivaram,Komanapalle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANDHRA PRADESH,East Godavari,Mummidivaram,Kothalanka,0,0,1,0,3,0,0,0,1,0,0,0,2,0
ANDHRA PRADESH,East Godavari,Mummidivaram,Tanelanka,0,0,5,0,11,0,0,0,3,0,0,0,1,0
ANDHRA PRADESH,East Godavari,P.Gannavaram,Bellampudi,0,0,0,0,10,16.99,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,P.Gannavaram,Manepalle,0,0,0,0,1,2.02,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,P.Gannavaram,Pothavaram,1,1.62,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Pamarru,Pamarru,0,0,0,0,1,4.99,0,0,0,0,0,0,1,6.48
ANDHRA PRADESH,East Godavari,Pedapudi,Kaikavolu,0,0,0,0,0,0,0,0,0,0,0,0,9,33.42
ANDHRA PRADESH,East Godavari,Pedapudi,Karakuduru,0,0,0,0,0,0,0,0,0,0,0,0,1,4.48
ANDHRA PRADESH,East Godavari,Pedapudi,Pedapudi,0,0,0,0,0,0,0,0,0,0,0,0,3,11.64
ANDHRA PRADESH,East Godavari,Peddapuram,Chadalada,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ANDHRA PRADESH,East Godavari,Peddapuram,G. Ragampeta,0,0,0,0,9,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Peddapuram,Kattamuru,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48
ANDHRA PRADESH,East Godavari,Peddapuram,Marlava,0,0,0,0,7,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,East Godavari,Pithapuram,Veldurthi,0,0,0,0,0,0,0,0,0,0,0,0,1,9.72
